sector,country,date,value
commercial,IE,2015,1608.311
commercial,IE,2016,1646.226
commercial,IE,2017,1643.18
commercial,IE,2018,1764.848
commercial,IE,2019,1818.492
commercial,IE,2020,1829.12
commercial,IS,2009,303.427
commercial,IS,2010,302.565
commercial,IS,2011,301.744
commercial,IS,2012,324.883
commercial,IS,2013,333.381
commercial,IS,2014,363.777
commercial,IS,2015,396.585
commercial,IS,2016,422.665
commercial,IS,2017,399.349
commercial,IS,2018,511.896
commercial,IS,2019,529.921
commercial,IS,2020,490.332
commercial,IT,2009,16919.464
commercial,IT,2010,16978.719
commercial,IT,2011,15751.376
commercial,IT,2012,15930.534
commercial,IT,2013,15846.527
commercial,IT,2014,14666.679
commercial,IT,2015,15391.466
commercial,IT,2016,15439.966
commercial,IT,2017,18242.166
commercial,IT,2018,19002.194
commercial,IT,2019,18192.3
commercial,IT,2020,16557.57
commercial,LT,2009,590.787
commercial,LT,2010,600.7
commercial,LT,2011,583.961
commercial,LT,2012,610.064
commercial,LT,2013,593.023
commercial,LT,2014,585.668
commercial,LT,2015,574.923
commercial,LT,2016,602.552
commercial,LT,2017,633.867
commercial,LT,2018,651.177
commercial,LT,2019,626.707
commercial,LT,2020,576.205
commercial,LU,2009,375.89
commercial,LU,2010,424.139
commercial,LU,2011,339.836
commercial,LU,2012,383.672
commercial,LU,2013,399.689
commercial,LU,2014,353.432
commercial,LU,2015,396.759
commercial,LU,2016,399.966
commercial,LU,2017,449.066
commercial,LU,2018,460.683
commercial,LU,2019,519.37
commercial,LU,2020,493.027
commercial,LV,2009,572.964
commercial,LV,2010,597.801
commercial,LV,2011,556.709
commercial,LV,2012,623.331
commercial,LV,2013,600.446
commercial,LV,2014,608.772
commercial,LV,2015,586.308
commercial,LV,2016,592.494
commercial,LV,2017,607.014
commercial,LV,2018,592.045
commercial,LV,2019,568.824
commercial,LV,2020,550.364
commercial,MD,2010,272.53
commercial,MD,2011,270.67
commercial,MD,2012,269.477
commercial,MD,2013,258.252
commercial,MD,2014,237.402
commercial,MD,2015,246.475
commercial,MD,2016,258.611
commercial,MD,2017,256.417
commercial,MD,2018,273.302
commercial,MD,2019,263.068
commercial,MD,2020,245.099
commercial,ME,2009,3.96
commercial,ME,2010,4.627
commercial,ME,2011,8.46
commercial,ME,2012,8.622
commercial,ME,2013,13.741
commercial,ME,2014,68.962
commercial,ME,2015,70.372
commercial,ME,2016,79.372
commercial,ME,2017,86.454
commercial,ME,2018,87.81
commercial,ME,2019,108.855
commercial,ME,2020,89.757
commercial,MK,2009,241.709
commercial,MK,2010,233.908
commercial,MK,2011,206.178
commercial,MK,2012,228.654
commercial,MK,2013,201.851
commercial,MK,2014,196.034
commercial,MK,2015,211.872
commercial,MK,2016,212.935
commercial,MK,2017,214.63
commercial,MK,2018,210.231
commercial,MK,2019,211.521
commercial,MK,2020,179.717
commercial,MT,2009,70.632
commercial,MT,2010,92.08
commercial,MT,2011,88.007
commercial,MT,2012,100.415
commercial,MT,2013,103.516
commercial,MT,2014,110.711
commercial,MT,2015,120.944
commercial,MT,2016,118.292
commercial,MT,2017,128.355
commercial,MT,2018,121.063
commercial,MT,2019,127.555
commercial,MT,2020,122.699
commercial,NL,2009,7327.89
commercial,NL,2010,7846.854
commercial,NL,2011,6989.448
commercial,NL,2012,7238.688
commercial,NL,2013,7267.758
commercial,NL,2014,6412.357
commercial,NL,2015,6738.251
commercial,NL,2016,6780.95
commercial,NL,2017,6931.533
commercial,NL,2018,6915.516
commercial,NL,2019,6771.311
commercial,NL,2020,6466.402
commercial,NO,2009,2929.05
commercial,NO,2010,3011.718
commercial,NO,2011,2853.364
commercial,NO,2012,2962.313
commercial,NO,2013,3027.639
commercial,NO,2014,2888.943
commercial,NO,2015,2929.994
commercial,NO,2016,3148.264
commercial,NO,2017,3088.712
commercial,NO,2018,3160.184
commercial,NO,2019,3191.335
commercial,NO,2020,3018.328
commercial,PL,2009,8040.534
commercial,PL,2010,8836.691
commercial,PL,2011,8429.508
commercial,PL,2012,8363.91
commercial,PL,2013,8078.737
commercial,PL,2014,7788.281
commercial,PL,2015,7842.255
commercial,PL,2016,8502.84
commercial,PL,2017,8044.436
commercial,PL,2018,7928.522
commercial,PL,2019,7808.027
commercial,PL,2020,7580.285
commercial,PT,2009,2043.248
commercial,PT,2010,1884.21
commercial,PT,2011,1856.353
commercial,PT,2012,1843.417
commercial,PT,2013,1786.725
commercial,PT,2014,2284.617
commercial,PT,2015,2356.381
commercial,PT,2016,2289.624
commercial,PT,2017,2301.406
commercial,PT,2018,2380.697
commercial,PT,2019,2359.341
commercial,PT,2020,2159.498
commercial,RO,2009,1760.388
commercial,RO,2010,1880.538
commercial,RO,2011,1774.282
commercial,RO,2012,1763.099
commercial,RO,2013,1784.9
commercial,RO,2014,1768.388
commercial,RO,2015,1761.969
commercial,RO,2016,1806.394
commercial,RO,2017,1858.427
commercial,RO,2018,1976.15
commercial,RO,2019,1962.137
commercial,RO,2020,1834.29
commercial,RS,2009,843.444
commercial,RS,2010,905.62
commercial,RS,2011,1046.67
commercial,RS,2012,834.956
commercial,RS,2013,803.644
commercial,RS,2014,772.34
commercial,RS,2015,874.645
commercial,RS,2016,886.391
commercial,RS,2017,939.812
commercial,RS,2018,891.441
commercial,RS,2019,863.53
commercial,RS,2020,856.617
commercial,SE,2009,4036.871
commercial,SE,2010,4333.817
commercial,SE,2011,3864.91
commercial,SE,2012,4046.355
commercial,SE,2013,3958.982
commercial,SE,2014,3960.473
commercial,SE,2015,4022.234
commercial,SE,2016,4216.875
commercial,SE,2017,3991.218
commercial,SE,2018,4120.828
commercial,SE,2019,4024.796
commercial,SE,2020,4007.556
commercial,SI,2009,490.996
commercial,SI,2010,532.638
commercial,SI,2011,531.47
commercial,SI,2012,453.358
commercial,SI,2013,467.775
commercial,SI,2014,427.211
commercial,SI,2015,454.503
commercial,SI,2016,492.427
commercial,SI,2017,480.68
commercial,SI,2018,474.453
commercial,SI,2019,451.994
commercial,SI,2020,415.346
commercial,SK,2009,1944.416
commercial,SK,2010,2105.4
commercial,SK,2011,1601.718
commercial,SK,2012,1451.245
commercial,SK,2013,1710.558
commercial,SK,2014,1233.318
commercial,SK,2015,1299.549
commercial,SK,2016,1308.325
commercial,SK,2017,1426.737
commercial,SK,2018,1314.726
commercial,SK,2019,1222.219
commercial,SK,2020,1108.483
commercial,TR,2009,9790.714
commercial,TR,2010,9493.149
commercial,TR,2011,9903.139
commercial,TR,2012,11005.128
commercial,TR,2013,10611.925
commercial,TR,2014,11021.419
commercial,TR,2015,12194.776
commercial,TR,2016,12415.869
commercial,TR,2017,13567.21
commercial,TR,2018,12545.67
commercial,TR,2019,13968.181
commercial,TR,2020,13883.565
commercial,UA,2009,4181.519
commercial,UA,2010,4652.342
commercial,UA,2011,5129.446
commercial,UA,2012,5006.804
commercial,UA,2013,5767.651
commercial,UA,2014,4664.962
commercial,UA,2015,3888.355
commercial,UA,2016,4671.814
commercial,UA,2017,4336.853
commercial,UA,2018,4720.627
commercial,UA,2019,4832.831
commercial,UA,2020,4869.916
commercial,UK,2009,15763.782
commercial,UK,2010,16526.94
commercial,UK,2011,15239.696
commercial,UK,2012,16232.096
commercial,UK,2013,16585.582
commercial,UK,2014,15523.581
commercial,UK,2015,16841.958
commercial,UK,2016,18092.42
commercial,UK,2017,17938.94
commercial,UK,2018,18222.399
commercial,UK,2019,18084.583
commercial,XK,2009,111.91
commercial,XK,2010,112.324
commercial,XK,2011,117.913
commercial,XK,2012,117.736
commercial,XK,2013,115.457
commercial,XK,2014,139.135
commercial,XK,2015,148.344
commercial,XK,2016,177.055
commercial,XK,2017,191.548
commercial,XK,2018,154.605
commercial,XK,2019,163.882
commercial,XK,2020,158.241
