year,source,target,value
2013,oil_petroleum_imports,TR,40074.0
2014,oil_petroleum_imports,TR,39925.0
2015,oil_petroleum_imports,TR,48475.0
2016,oil_petroleum_imports,TR,49736.0
2017,oil_petroleum_imports,TR,52304.0
2018,oil_petroleum_imports,TR,48573.0
2019,oil_petroleum_imports,TR,52010.0
2020,oil_petroleum_imports,TR,47592.314
total,oil_petroleum_imports,TR,454574.314
2014,oil_petroleum_imports,BA,1691.0
2015,oil_petroleum_imports,BA,1807.0
2016,oil_petroleum_imports,BA,1999.0
2017,oil_petroleum_imports,BA,1946.0
2018,oil_petroleum_imports,BA,1825.219
2019,oil_petroleum_imports,BA,1553.437
2020,oil_petroleum_imports,BA,1520.592
total,oil_petroleum_imports,BA,12342.248
2011,oil_petroleum_imports,XK,637.0
2012,oil_petroleum_imports,XK,587.0
2013,oil_petroleum_imports,XK,599.0
2014,oil_petroleum_imports,XK,558.0
2015,oil_petroleum_imports,XK,704.0
2016,oil_petroleum_imports,XK,683.0
2017,oil_petroleum_imports,XK,759.711
2018,oil_petroleum_imports,XK,763.946
2019,oil_petroleum_imports,XK,800.672
2020,oil_petroleum_imports,XK,774.81
total,oil_petroleum_imports,XK,6867.139
2011,oil_petroleum_imports,MD,803.0
2012,oil_petroleum_imports,MD,745.0
2013,oil_petroleum_imports,MD,790.0
2014,oil_petroleum_imports,MD,781.0
2015,oil_petroleum_imports,MD,831.0
2016,oil_petroleum_imports,MD,899.0
2017,oil_petroleum_imports,MD,937.0
2018,oil_petroleum_imports,MD,1014.7
2019,oil_petroleum_imports,MD,1014.6
2020,oil_petroleum_imports,MD,958.3
total,oil_petroleum_imports,MD,8773.6
2011,oil_petroleum_imports,UA,13350.0
2012,oil_petroleum_imports,UA,9796.0
2013,oil_petroleum_imports,UA,7910.0
2014,oil_petroleum_imports,UA,8111.0
2015,oil_petroleum_imports,UA,7976.0
2016,oil_petroleum_imports,UA,9461.0
2017,oil_petroleum_imports,UA,10625.0
2018,oil_petroleum_imports,UA,11310.75
2019,oil_petroleum_imports,UA,11501.9
2020,oil_petroleum_imports,UA,11716.2
total,oil_petroleum_imports,UA,101757.85
2013,oil_petroleum_imports,GE,1064.0
2014,oil_petroleum_imports,GE,1130.0
2015,oil_petroleum_imports,GE,1479.0
2016,oil_petroleum_imports,GE,1550.0
2017,oil_petroleum_imports,GE,1590.2
2018,oil_petroleum_imports,GE,1453.38
2019,oil_petroleum_imports,GE,1433.488
2020,oil_petroleum_imports,GE,1354.653
total,oil_petroleum_imports,GE,11054.721
2011,gas_imports,BE,21840.0
2012,gas_imports,BE,18922.0
2013,gas_imports,BE,19155.0
2014,gas_imports,BE,16845.8
2015,gas_imports,BE,18766.1
2016,gas_imports,BE,18232.8
2017,gas_imports,BE,17865.9
2018,gas_imports,BE,19799.8
2019,gas_imports,BE,23227.3
2020,gas_imports,BE,21665.7
total,gas_imports,BE,196320.4
2011,gas_imports,BG,2764.0
2012,gas_imports,BG,2485.0
2013,gas_imports,BG,2698.0
2014,gas_imports,BG,2683.0
2015,gas_imports,BG,3010.0
2016,gas_imports,BG,3094.0
2017,gas_imports,BG,3268.781
2018,gas_imports,BG,3115.07
2019,gas_imports,BG,2949.968
2020,gas_imports,BG,2925.938
total,gas_imports,BG,28993.757
2011,gas_imports,CZ,9321.0
2012,gas_imports,CZ,7471.0
2013,gas_imports,CZ,8468.0
2014,gas_imports,CZ,7249.0
2015,gas_imports,CZ,7474.0
2016,gas_imports,CZ,8123.0
2017,gas_imports,CZ,8889.0
2018,gas_imports,CZ,8007.991
2019,gas_imports,CZ,9533.193
2020,gas_imports,CZ,7589.967
total,gas_imports,CZ,82126.151
2011,gas_imports,DK,841.0
2012,gas_imports,DK,918.0
2013,gas_imports,DK,1363.0
2014,gas_imports,DK,624.999
2015,gas_imports,DK,661.672
2016,gas_imports,DK,683.855
2017,gas_imports,DK,520.291
2018,gas_imports,DK,389.005
2019,gas_imports,DK,1138.958
2020,gas_imports,DK,2666.482
total,gas_imports,DK,9807.262
2011,gas_imports,DE,89645.0
2012,gas_imports,DE,88401.0
2013,gas_imports,DE,97777.0
2014,gas_imports,DE,89896.0
2015,gas_imports,DE,102517.0
2016,gas_imports,DE,97379.0
2017,gas_imports,DE,118694.443
2018,gas_imports,DE,88347.545
2019,gas_imports,DE,94786.76
2020,gas_imports,DE,80439.019
total,gas_imports,DE,947882.767
2011,gas_imports,EE,632.0
2012,gas_imports,EE,657.0
2013,gas_imports,EE,678.0
2014,gas_imports,EE,530.0
2015,gas_imports,EE,471.0
2016,gas_imports,EE,518.0
2017,gas_imports,EE,510.0
2018,gas_imports,EE,524.0
2019,gas_imports,EE,485.7
2020,gas_imports,EE,447.0
total,gas_imports,EE,5452.7
2011,gas_imports,IE,4631.781
2012,gas_imports,IE,4521.807
2013,gas_imports,IE,4371.0
2014,gas_imports,IE,4245.621
2015,gas_imports,IE,4234.0
2016,gas_imports,IE,2004.0
2017,gas_imports,IE,1652.587
2018,gas_imports,IE,2040.651
2019,gas_imports,IE,2852.223
2020,gas_imports,IE,3437.0
total,gas_imports,IE,33990.67
2011,gas_imports,EL,4759.0
2012,gas_imports,EL,4377.0
2013,gas_imports,EL,3864.0
2014,gas_imports,EL,2931.0
2015,gas_imports,EL,3162.0
2016,gas_imports,EL,4067.0
2017,gas_imports,EL,4975.095
2018,gas_imports,EL,4902.13
2019,gas_imports,EL,5221.617
2020,gas_imports,EL,5902.732
total,gas_imports,EL,44161.574
2011,gas_imports,ES,35489.0
2012,gas_imports,ES,35062.0
2013,gas_imports,ES,35489.0
2014,gas_imports,ES,36384.0
2015,gas_imports,ES,32391.0
2016,gas_imports,ES,32405.0
2017,gas_imports,ES,34626.0
2018,gas_imports,ES,34817.0
2019,gas_imports,ES,37209.0
2020,gas_imports,ES,32485.0
total,gas_imports,ES,346357.0
2011,gas_imports,FR,50036.882
2012,gas_imports,FR,48060.439
2013,gas_imports,FR,48205.567
2014,gas_imports,FR,45436.533
2015,gas_imports,FR,44487.899
2016,gas_imports,FR,46536.484
2017,gas_imports,FR,48638.995
2018,gas_imports,FR,49442.32
2019,gas_imports,FR,54948.085
2020,gas_imports,FR,46321.129
total,gas_imports,FR,482114.333
2011,gas_imports,HR,876.0
2012,gas_imports,HR,1358.0
2013,gas_imports,HR,1270.0
2014,gas_imports,HR,1133.0
2015,gas_imports,HR,1050.0
2016,gas_imports,HR,1265.0
2017,gas_imports,HR,1818.3
2018,gas_imports,HR,1589.2
2019,gas_imports,HR,2003.4
2020,gas_imports,HR,2143.7
total,gas_imports,HR,14506.6
2011,gas_imports,IT,70369.0
2012,gas_imports,IT,67725.0
2013,gas_imports,IT,61966.0
2014,gas_imports,IT,55757.0
2015,gas_imports,IT,61266.0
2016,gas_imports,IT,65284.0
2017,gas_imports,IT,69650.038
2018,gas_imports,IT,67872.446
2019,gas_imports,IT,71065.255
2020,gas_imports,IT,66392.83
total,gas_imports,IT,657347.569
2011,gas_imports,CY,0.0
2012,gas_imports,CY,0.0
2013,gas_imports,CY,0.0
2014,gas_imports,CY,0.0
2015,gas_imports,CY,0.0
2016,gas_imports,CY,0.0
2017,gas_imports,CY,0.0
2018,gas_imports,CY,0.0
2019,gas_imports,CY,0.0
2020,gas_imports,CY,0.0
total,gas_imports,CY,0.0
2011,gas_imports,LV,1755.0
2012,gas_imports,LV,1716.0
2013,gas_imports,LV,1698.0
2014,gas_imports,LV,947.0
2015,gas_imports,LV,1306.0
2016,gas_imports,LV,1132.0
2017,gas_imports,LV,1242.66
2018,gas_imports,LV,1414.807
2019,gas_imports,LV,1353.952
2020,gas_imports,LV,1114.949
total,gas_imports,LV,13680.368
2011,gas_imports,LT,3349.0
2012,gas_imports,LT,3263.0
2013,gas_imports,LT,2661.0
2014,gas_imports,LT,2640.0
2015,gas_imports,LT,2588.0
2016,gas_imports,LT,2258.0
2017,gas_imports,LT,2501.0
2018,gas_imports,LT,2295.0
2019,gas_imports,LT,2749.0
2020,gas_imports,LT,2862.1
total,gas_imports,LT,27166.1
2011,gas_imports,LU_CAP,1182.713
2012,gas_imports,LU_CAP,1209.871
2013,gas_imports,LU_CAP,1030.15
2014,gas_imports,LU_CAP,972.772
2015,gas_imports,LU_CAP,874.777
2016,gas_imports,LU_CAP,803.881
2017,gas_imports,LU_CAP,784.763
2018,gas_imports,LU_CAP,778.526
2019,gas_imports,LU_CAP,779.366
2020,gas_imports,LU_CAP,703.545
total,gas_imports,LU_CAP,9120.364
2011,gas_imports,HU,8019.0
2012,gas_imports,HU,8173.0
2013,gas_imports,HU,8176.0
2014,gas_imports,HU,8942.0
2015,gas_imports,HU,6790.0
2016,gas_imports,HU,8619.0
2017,gas_imports,HU,13367.0
2018,gas_imports,HU,12746.0
2019,gas_imports,HU,18647.0
2020,gas_imports,HU,12193.0
total,gas_imports,HU,105672.0
2011,gas_imports,MT001,0.0
2012,gas_imports,MT001,0.0
2013,gas_imports,MT001,0.0
2014,gas_imports,MT001,0.0
2015,gas_imports,MT001,0.0
2016,gas_imports,MT001,0.0
2017,gas_imports,MT001,301.825
2018,gas_imports,MT001,378.707
2019,gas_imports,MT001,379.422
2020,gas_imports,MT001,364.182
total,gas_imports,MT001,1424.136
2011,gas_imports,NL,23979.0
2012,gas_imports,NL,28042.0
2013,gas_imports,NL,30432.0
2014,gas_imports,NL,31151.0
2015,gas_imports,NL,40687.738
2016,gas_imports,NL,45901.02
2017,gas_imports,NL,54235.158
2018,gas_imports,NL,60893.798
2019,gas_imports,NL,59287.722
2020,gas_imports,NL,59800.177
total,gas_imports,NL,434409.613
2011,gas_imports,AT,13381.378
2012,gas_imports,AT,14171.632
2013,gas_imports,AT,10379.164
2014,gas_imports,AT,10119.522
2015,gas_imports,AT,11890.337
2016,gas_imports,AT,14434.033
2017,gas_imports,AT,13923.121
2018,gas_imports,AT,13055.236
2019,gas_imports,AT,14191.254
2020,gas_imports,AT,16455.858
total,gas_imports,AT,132001.535
2011,gas_imports,PL,11790.0
2012,gas_imports,PL,12248.0
2013,gas_imports,PL,12485.0
2014,gas_imports,PL,11819.0
2015,gas_imports,PL,12121.0
2016,gas_imports,PL,14679.0
2017,gas_imports,PL,15727.284
2018,gas_imports,PL,15766.858
2019,gas_imports,PL,17451.368
2020,gas_imports,PL,17415.952
total,gas_imports,PL,141503.462
2011,gas_imports,PT,5184.0
2012,gas_imports,PT,4508.0
2013,gas_imports,PT,4401.0
2014,gas_imports,PT,4070.0
2015,gas_imports,PT,4713.0
2016,gas_imports,PT,4945.0
2017,gas_imports,PT,6274.734
2018,gas_imports,PT,5817.658
2019,gas_imports,PT,6069.167
2020,gas_imports,PT,5904.762
total,gas_imports,PT,51887.321
2011,gas_imports,RO,3092.0
2012,gas_imports,RO,2884.0
2013,gas_imports,RO,1463.0
2014,gas_imports,RO,584.0
2015,gas_imports,RO,203.0
2016,gas_imports,RO,1476.0
2017,gas_imports,RO,1195.694
2018,gas_imports,RO,1516.552
2019,gas_imports,RO,2681.072
2020,gas_imports,RO,2144.357
total,gas_imports,RO,17239.675
2011,gas_imports,SI,904.0
2012,gas_imports,SI,870.0
2013,gas_imports,SI,847.0
2014,gas_imports,SI,766.0
2015,gas_imports,SI,813.0
2016,gas_imports,SI,861.0
2017,gas_imports,SI,902.5
2018,gas_imports,SI,885.2
2019,gas_imports,SI,898.7
2020,gas_imports,SI,898.1
total,gas_imports,SI,8645.5
2011,gas_imports,SK,5907.0
2012,gas_imports,SK,4801.0
2013,gas_imports,SK,5269.0
2014,gas_imports,SK,4757.0
2015,gas_imports,SK,4407.0
2016,gas_imports,SK,4378.0
2017,gas_imports,SK,5248.0
2018,gas_imports,SK,4396.0
2019,gas_imports,SK,6707.0
2020,gas_imports,SK,4301.0
total,gas_imports,SK,50171.0
2011,gas_imports,FI,4121.0
2012,gas_imports,FI,3684.0
2013,gas_imports,FI,3488.0
2014,gas_imports,FI,3063.0
2015,gas_imports,FI,2713.0
2016,gas_imports,FI,2496.0
2017,gas_imports,FI,2322.0
2018,gas_imports,FI,2641.0
2019,gas_imports,FI,2594.0
2020,gas_imports,FI,2568.0
total,gas_imports,FI,29690.0
2011,gas_imports,SE,1302.0
2012,gas_imports,SE,1130.0
2013,gas_imports,SE,1085.0
2014,gas_imports,SE,891.0
2015,gas_imports,SE,812.0
2016,gas_imports,SE,917.0
2017,gas_imports,SE,1067.0
2018,gas_imports,SE,1139.0
2019,gas_imports,SE,1088.537
2020,gas_imports,SE,1446.88
total,gas_imports,SE,10878.417
2011,gas_imports,IS,0.0
2012,gas_imports,IS,0.0
2013,gas_imports,IS,0.0
2014,gas_imports,IS,0.0
2015,gas_imports,IS,0.0
2016,gas_imports,IS,0.0
2017,gas_imports,IS,0.0
2018,gas_imports,IS,0.0
2019,gas_imports,IS,0.0
2020,gas_imports,IS,0.0
total,gas_imports,IS,0.0
2019,gas_imports,LI000,0.0
2020,gas_imports,LI000,25.019
total,gas_imports,LI000,25.019
2011,gas_imports,NO,1.4
2012,gas_imports,NO,0.6
2013,gas_imports,NO,0.0
2014,gas_imports,NO,0.0
2015,gas_imports,NO,0.0
2016,gas_imports,NO,0.0
2017,gas_imports,NO,0.0
2018,gas_imports,NO,9.191
2019,gas_imports,NO,26.913
2020,gas_imports,NO,33.822
total,gas_imports,NO,71.926
2011,gas_imports,UK,54622.0
2012,gas_imports,UK,50716.0
2013,gas_imports,UK,49309.0
2014,gas_imports,UK,43820.0
2015,gas_imports,UK,45276.153
2016,gas_imports,UK,48243.028
2017,gas_imports,UK,47155.774
2018,gas_imports,UK,47160.385
2019,gas_imports,UK,47380.347
total,gas_imports,UK,433682.687
2011,gas_imports,ME,0.0
2012,gas_imports,ME,0.0
2013,gas_imports,ME,0.0
2014,gas_imports,ME,0.0
2015,gas_imports,ME,0.0
2016,gas_imports,ME,0.0
2017,gas_imports,ME,0.0
2018,gas_imports,ME,0.0
2019,gas_imports,ME,0.0
2020,gas_imports,ME,0.0
total,gas_imports,ME,0.0
2011,gas_imports,MK,134.0
2012,gas_imports,MK,139.0
2013,gas_imports,MK,157.0
2014,gas_imports,MK,134.0
2015,gas_imports,MK,135.0
2016,gas_imports,MK,211.0
2017,gas_imports,MK,271.0
2018,gas_imports,MK,251.0
2019,gas_imports,MK,292.0
2020,gas_imports,MK,334.0
total,gas_imports,MK,2058.0
2011,gas_imports,AL,0.0
2012,gas_imports,AL,0.0
2013,gas_imports,AL,0.0
2014,gas_imports,AL,0.0
2015,gas_imports,AL,0.0
2016,gas_imports,AL,0.0
2017,gas_imports,AL,0.0
2018,gas_imports,AL,0.0
2019,gas_imports,AL,0.0
2020,gas_imports,AL,0.0
total,gas_imports,AL,0.0
2011,gas_imports,RS,1747.0
2012,gas_imports,RS,1790.0
2013,gas_imports,RS,1887.0
2014,gas_imports,RS,1395.0
2015,gas_imports,RS,1740.0
2016,gas_imports,RS,1795.0
2017,gas_imports,RS,2182.632
2018,gas_imports,RS,2198.33
2019,gas_imports,RS,2262.61
2020,gas_imports,RS,1989.886
total,gas_imports,RS,18987.458
2011,gas_imports,TR,43878.0
2012,gas_imports,TR,45922.0
2013,gas_imports,TR,45270.0
2014,gas_imports,TR,49262.0
2015,gas_imports,TR,48427.0
2016,gas_imports,TR,46352.0
2017,gas_imports,TR,55250.0
2018,gas_imports,TR,50282.0
2019,gas_imports,TR,45212.0
2020,gas_imports,TR,48125.771
total,gas_imports,TR,477980.771
2014,gas_imports,BA,186.0
2015,gas_imports,BA,218.0
2016,gas_imports,BA,227.0
2017,gas_imports,BA,245.0
2018,gas_imports,BA,244.604
2019,gas_imports,BA,230.98
2020,gas_imports,BA,210.686
total,gas_imports,BA,1562.27
2011,gas_imports,XK,0.0
2012,gas_imports,XK,0.0
2013,gas_imports,XK,0.0
2014,gas_imports,XK,0.0
2015,gas_imports,XK,0.0
2016,gas_imports,XK,0.0
2017,gas_imports,XK,0.0
2018,gas_imports,XK,0.0
2019,gas_imports,XK,0.0
2020,gas_imports,XK,0.0
total,gas_imports,XK,0.0
2011,gas_imports,MD,1152.0
2012,gas_imports,MD,1095.0
2013,gas_imports,MD,1031.0
2014,gas_imports,MD,1053.0
2015,gas_imports,MD,1008.0
2016,gas_imports,MD,1038.0
2017,gas_imports,MD,1033.482
2018,gas_imports,MD,1129.7
2019,gas_imports,MD,1039.6
2020,gas_imports,MD,1056.0
total,gas_imports,MD,10635.782
2011,gas_imports,UA,44037.0
2012,gas_imports,UA,32365.0
2013,gas_imports,UA,27495.0
2014,gas_imports,UA,19134.0
2015,gas_imports,UA,16174.0
2016,gas_imports,UA,10719.0
2017,gas_imports,UA,13705.0
2018,gas_imports,UA,10293.0
2019,gas_imports,UA,11567.481
2020,gas_imports,UA,8988.0
total,gas_imports,UA,194477.481
2013,gas_imports,GE,1968.244
2014,gas_imports,GE,2243.343
2015,gas_imports,GE,2554.059
2016,gas_imports,GE,2310.694
2017,gas_imports,GE,2390.407
2018,gas_imports,GE,2357.087
2019,gas_imports,GE,2685.768
2020,gas_imports,GE,2690.837
total,gas_imports,GE,19200.439
2011,BE,gas_exports,3959.0
2012,BE,gas_exports,1268.0
2013,BE,gas_exports,932.0
2014,BE,gas_exports,817.8
2015,BE,gas_exports,1671.0
2016,BE,gas_exports,685.0
2017,BE,gas_exports,313.0
2018,BE,gas_exports,1338.3
2019,BE,gas_exports,4399.5
2020,BE,gas_exports,3423.5
total,BE,gas_exports,18807.1
2011,BG,gas_exports,0.0
2012,BG,gas_exports,0.0
2013,BG,gas_exports,0.0
2014,BG,gas_exports,2.0
2015,BG,gas_exports,2.0
2016,BG,gas_exports,3.0
2017,BG,gas_exports,31.931
2018,BG,gas_exports,12.527
2019,BG,gas_exports,7.626
2020,BG,gas_exports,10.354
total,BG,gas_exports,69.438
2011,CZ,gas_exports,167.0
2012,CZ,gas_exports,7.0
2013,CZ,gas_exports,8.0
2014,CZ,gas_exports,1.0
2015,CZ,gas_exports,0.0
2016,CZ,gas_exports,0.0
2017,CZ,gas_exports,0.0
2018,CZ,gas_exports,0.0
2019,CZ,gas_exports,0.0
2020,CZ,gas_exports,0.0
total,CZ,gas_exports,183.0
2011,DK,gas_exports,3125.0
2012,DK,gas_exports,2986.0
2013,DK,gas_exports,2236.0
2014,DK,gas_exports,2093.127
2015,DK,gas_exports,2191.762
2016,DK,gas_exports,2413.381
2017,DK,gas_exports,2235.52
2018,DK,gas_exports,1536.782
2019,DK,gas_exports,1343.824
2020,DK,gas_exports,1714.324
total,DK,gas_exports,21875.72
2011,DE,gas_exports,17604.0
2012,DE,gas_exports,17017.0
2013,DE,gas_exports,21961.0
2014,DE,gas_exports,22274.0
2015,DE,gas_exports,32506.0
2016,DE,gas_exports,23062.0
2017,DE,gas_exports,32097.184
2018,DE,gas_exports,0.0
2019,DE,gas_exports,0.0
2020,DE,gas_exports,0.0
total,DE,gas_exports,166521.184
2011,EE,gas_exports,0.0
2012,EE,gas_exports,0.0
2013,EE,gas_exports,0.0
2014,EE,gas_exports,0.0
2015,EE,gas_exports,0.0
2016,EE,gas_exports,0.0
2017,EE,gas_exports,0.0
2018,EE,gas_exports,0.0
2019,EE,gas_exports,0.0
2020,EE,gas_exports,0.0
total,EE,gas_exports,0.0
2011,IE,gas_exports,0.0
2012,IE,gas_exports,0.0
2013,IE,gas_exports,0.0
2014,IE,gas_exports,0.0
2015,IE,gas_exports,0.0
2016,IE,gas_exports,0.0
2017,IE,gas_exports,0.0
2018,IE,gas_exports,0.0
2019,IE,gas_exports,0.0
2020,IE,gas_exports,0.0
total,IE,gas_exports,0.0
2011,EL,gas_exports,0.0
2012,EL,gas_exports,0.0
2013,EL,gas_exports,0.0
2014,EL,gas_exports,0.0
2015,EL,gas_exports,0.0
2016,EL,gas_exports,0.0
2017,EL,gas_exports,0.0
2018,EL,gas_exports,0.0
2019,EL,gas_exports,15.864
2020,EL,gas_exports,33.24
total,EL,gas_exports,49.104
2011,ES,gas_exports,1698.0
2012,ES,gas_exports,2795.0
2013,ES,gas_exports,5832.0
2014,ES,gas_exports,8219.0
2015,ES,gas_exports,5060.0
2016,ES,gas_exports,3986.0
2017,ES,gas_exports,2880.0
2018,ES,gas_exports,3247.0
2019,ES,gas_exports,1124.0
2020,ES,gas_exports,1171.0
total,ES,gas_exports,36012.0
2011,FR,gas_exports,6466.429
2012,FR,gas_exports,5975.172
2013,FR,gas_exports,5026.314
2014,FR,gas_exports,7076.531
2015,FR,gas_exports,5419.458
2016,FR,gas_exports,3716.586
2017,FR,gas_exports,6040.521
2018,FR,gas_exports,5925.811
2019,FR,gas_exports,10788.652
2020,FR,gas_exports,9101.766
total,FR,gas_exports,65537.24
2011,HR,gas_exports,259.0
2012,HR,gas_exports,257.0
2013,HR,gas_exports,376.0
2014,HR,gas_exports,434.0
2015,HR,gas_exports,367.0
2016,HR,gas_exports,389.0
2017,HR,gas_exports,199.7
2018,HR,gas_exports,113.3
2019,HR,gas_exports,72.3
2020,HR,gas_exports,52.5
total,HR,gas_exports,2519.8
2011,IT,gas_exports,124.0
2012,IT,gas_exports,139.0
2013,IT,gas_exports,228.0
2014,IT,gas_exports,237.0
2015,IT,gas_exports,221.0
2016,IT,gas_exports,212.0
2017,IT,gas_exports,272.576
2018,IT,gas_exports,390.504
2019,IT,gas_exports,325.44
2020,IT,gas_exports,315.56
total,IT,gas_exports,2465.08
2011,CY,gas_exports,0.0
2012,CY,gas_exports,0.0
2013,CY,gas_exports,0.0
2014,CY,gas_exports,0.0
2015,CY,gas_exports,0.0
2016,CY,gas_exports,0.0
2017,CY,gas_exports,0.0
2018,CY,gas_exports,0.0
2019,CY,gas_exports,0.0
2020,CY,gas_exports,0.0
total,CY,gas_exports,0.0
2011,LV,gas_exports,0.0
2012,LV,gas_exports,0.0
2013,LV,gas_exports,0.0
2014,LV,gas_exports,0.0
2015,LV,gas_exports,0.0
2016,LV,gas_exports,0.0
2017,LV,gas_exports,0.0
2018,LV,gas_exports,0.0
2019,LV,gas_exports,0.0
2020,LV,gas_exports,0.0
total,LV,gas_exports,0.0
2011,LT,gas_exports,0.0
2012,LT,gas_exports,0.0
2013,LT,gas_exports,0.0
2014,LT,gas_exports,1.0
2015,LT,gas_exports,96.0
2016,LT,gas_exports,44.0
2017,LT,gas_exports,206.0
2018,LT,gas_exports,181.0
2019,LT,gas_exports,518.0
2020,LT,gas_exports,518.8
total,LT,gas_exports,1564.8
2011,LU_CAP,gas_exports,0.0
2012,LU_CAP,gas_exports,0.0
2013,LU_CAP,gas_exports,0.0
2014,LU_CAP,gas_exports,0.0
2015,LU_CAP,gas_exports,0.0
2016,LU_CAP,gas_exports,0.0
2017,LU_CAP,gas_exports,0.0
2018,LU_CAP,gas_exports,0.0
2019,LU_CAP,gas_exports,0.0
2020,LU_CAP,gas_exports,0.0
total,LU_CAP,gas_exports,0.0
2011,HU,gas_exports,567.0
2012,HU,gas_exports,835.0
2013,HU,gas_exports,1462.0
2014,HU,gas_exports,740.0
2015,HU,gas_exports,545.0
2016,HU,gas_exports,1067.0
2017,HU,gas_exports,3522.0
2018,HU,gas_exports,5006.0
2019,HU,gas_exports,6978.0
2020,HU,gas_exports,4257.0
total,HU,gas_exports,24979.0
2011,MT001,gas_exports,0.0
2012,MT001,gas_exports,0.0
2013,MT001,gas_exports,0.0
2014,MT001,gas_exports,0.0
2015,MT001,gas_exports,0.0
2016,MT001,gas_exports,0.0
2017,MT001,gas_exports,0.0
2018,MT001,gas_exports,0.0
2019,MT001,gas_exports,0.0
2020,MT001,gas_exports,0.0
total,MT001,gas_exports,0.0
2011,NL,gas_exports,57300.0
2012,NL,gas_exports,63539.0
2013,NL,gas_exports,70925.0
2014,NL,gas_exports,61546.0
2015,NL,gas_exports,55331.049
2016,NL,gas_exports,59645.747
2017,NL,gas_exports,56125.234
2018,NL,gas_exports,54475.855
2019,NL,gas_exports,47663.21
2020,NL,gas_exports,39974.469
total,NL,gas_exports,566525.564
2011,AT,gas_exports,3637.61
2012,AT,gas_exports,6379.451
2013,AT,gas_exports,3958.145
2014,AT,gas_exports,2410.402
2015,AT,gas_exports,5817.787
2016,AT,gas_exports,6935.148
2017,AT,gas_exports,5458.672
2018,AT,gas_exports,5224.279
2019,AT,gas_exports,2813.622
2020,AT,gas_exports,10037.315
total,AT,gas_exports,52672.431
2011,PL,gas_exports,29.0
2012,PL,gas_exports,3.0
2013,PL,gas_exports,94.0
2014,PL,gas_exports,76.0
2015,PL,gas_exports,56.0
2016,PL,gas_exports,886.0
2017,PL,gas_exports,1237.537
2018,PL,gas_exports,687.333
2019,PL,gas_exports,1328.496
2020,PL,gas_exports,1395.833
total,PL,gas_exports,5793.199
2011,PT,gas_exports,0.0
2012,PT,gas_exports,0.0
2013,PT,gas_exports,0.0
2014,PT,gas_exports,0.0
2015,PT,gas_exports,0.0
2016,PT,gas_exports,0.0
2017,PT,gas_exports,0.0
2018,PT,gas_exports,0.0
2019,PT,gas_exports,0.0
2020,PT,gas_exports,0.0
total,PT,gas_exports,0.0
2011,RO,gas_exports,0.0
2012,RO,gas_exports,0.0
2013,RO,gas_exports,0.0
2014,RO,gas_exports,0.0
2015,RO,gas_exports,1.0
2016,RO,gas_exports,1.0
2017,RO,gas_exports,26.094
2018,RO,gas_exports,29.925
2019,RO,gas_exports,12.814
2020,RO,gas_exports,139.848
total,RO,gas_exports,210.681
2011,SI,gas_exports,0.0
2012,SI,gas_exports,0.0
2013,SI,gas_exports,0.0
2014,SI,gas_exports,0.0
2015,SI,gas_exports,0.0
2016,SI,gas_exports,0.0
2017,SI,gas_exports,3.599
2018,SI,gas_exports,11.021
2019,SI,gas_exports,2.01
2020,SI,gas_exports,0.0
total,SI,gas_exports,16.63
2011,SK,gas_exports,3.0
2012,SK,gas_exports,47.0
2013,SK,gas_exports,15.0
2014,SK,gas_exports,3.0
2015,SK,gas_exports,0.0
2016,SK,gas_exports,0.0
2017,SK,gas_exports,0.0
2018,SK,gas_exports,0.0
2019,SK,gas_exports,0.0
2020,SK,gas_exports,0.0
total,SK,gas_exports,68.0
2011,FI,gas_exports,0.0
2012,FI,gas_exports,0.0
2013,FI,gas_exports,1.0
2014,FI,gas_exports,0.0
2015,FI,gas_exports,0.0
2016,FI,gas_exports,0.0
2017,FI,gas_exports,0.0
2018,FI,gas_exports,0.0
2019,FI,gas_exports,0.0
2020,FI,gas_exports,0.0
total,FI,gas_exports,1.0
2011,SE,gas_exports,0.0
2012,SE,gas_exports,0.0
2013,SE,gas_exports,0.0
2014,SE,gas_exports,0.0
2015,SE,gas_exports,0.0
2016,SE,gas_exports,0.0
2017,SE,gas_exports,5.0
2018,SE,gas_exports,14.0
2019,SE,gas_exports,23.238
2020,SE,gas_exports,25.989
total,SE,gas_exports,68.227
2011,IS,gas_exports,0.0
2012,IS,gas_exports,0.0
2013,IS,gas_exports,0.0
2014,IS,gas_exports,0.0
2015,IS,gas_exports,0.0
2016,IS,gas_exports,0.0
2017,IS,gas_exports,0.0
2018,IS,gas_exports,0.0
2019,IS,gas_exports,0.0
2020,IS,gas_exports,0.0
total,IS,gas_exports,0.0
2019,LI000,gas_exports,0.0
2020,LI000,gas_exports,0.0
total,LI000,gas_exports,0.0
2011,NO,gas_exports,100303.0
2012,NO,gas_exports,113383.0
2013,NO,gas_exports,107192.0
2014,NO,gas_exports,106679.0
2015,NO,gas_exports,114696.0
2016,NO,gas_exports,114644.0
2017,NO,gas_exports,123233.0
2018,NO,gas_exports,120086.43
2019,NO,gas_exports,113582.306
2020,NO,gas_exports,110921.73
total,NO,gas_exports,1124720.466
2011,UK,gas_exports,15964.0
2012,UK,gas_exports,11966.0
2013,UK,gas_exports,8986.0
2014,UK,gas_exports,10561.0
2015,UK,gas_exports,13942.698
2016,UK,gas_exports,10289.979
